Torch version: 1.5, 1.5.0
dataset = cityscapes
ignore_label = 255
num_classes = 19
cv split val 2 ['train/monchengladbach', 'train/strasbourg', 'train/stuttgart']
mode val found 655 images
cn num_classes 19
cv split train 2 ['val/munster', 'val/lindau', 'val/frankfurt', 'train/aachen', 'train/bochum', 'train/bremen', 'train/cologne', 'train/darmstadt', 'train/dusseldorf', 'train/erfurt', 'train/hamburg', 'train/hanover', 'train/jena', 'train/krefeld', 'train/tubingen', 'train/ulm', 'train/weimar', 'train/zurich']
mode train found 2820 images
cn num_classes 19
Loading centroid file /var/tmp/fastseg-training/assets/uniform_centroids/cityscapes_cv2_tile1024.json
Found 19 centroids
Class Uniform Percentage: 0.5
Class Uniform items per Epoch: 2820
cls 0 len 5541
cls 1 len 4897
cls 2 len 5357
cls 3 len 1268
cls 4 len 1537
cls 5 len 5398
cls 6 len 2703
cls 7 len 4610
cls 8 len 5185
cls 9 len 2407
cls 10 len 4436
cls 11 len 3530
cls 12 len 1329
cls 13 len 4864
cls 14 len 415
cls 15 len 398
cls 16 len 183
cls 17 len 551
cls 18 len 2272
Using Cross Entropy Loss
Trunk: mobilenetv3_small
Model params = 1.1M
Class Uniform Percentage: 0.5
Class Uniform items per Epoch: 2820
cls 0 len 5541
cls 1 len 4897
cls 2 len 5357
cls 3 len 1268
cls 4 len 1537
cls 5 len 5398
cls 6 len 2703
cls 7 len 4610
cls 8 len 5185
cls 9 len 2407
cls 10 len 4436
cls 11 len 3530
cls 12 len 1329
cls 13 len 4864
cls 14 len 415
cls 15 len 398
cls 16 len 183
cls 17 len 551
cls 18 len 2272
[epoch 0], [iter 1 / 176], [train main loss 6.299214], [lr 0.010000] [batchtime 0]
[epoch 132], [iter 121 / 176], [train main loss -2.221771], [lr 0.002457] [batchtime 0.418]
[epoch 132], [iter 122 / 176], [train main loss -2.222850], [lr 0.002457] [batchtime 0.417]
[epoch 132], [iter 123 / 176], [train main loss -2.219768], [lr 0.002457] [batchtime 0.417]
[epoch 132], [iter 124 / 176], [train main loss -2.214506], [lr 0.002457] [batchtime 0.417]
[epoch 132], [iter 125 / 176], [train main loss -2.223053], [lr 0.002457] [batchtime 0.417]
[epoch 132], [iter 126 / 176], [train main loss -2.239570], [lr 0.002457] [batchtime 0.416]
[epoch 132], [iter 127 / 176], [train main loss -2.250321], [lr 0.002457] [batchtime 0.416]
[epoch 132], [iter 128 / 176], [train main loss -2.222744], [lr 0.002457] [batchtime 0.416]
[epoch 132], [iter 129 / 176], [train main loss -2.201828], [lr 0.002457] [batchtime 0.416]
[epoch 132], [iter 130 / 176], [train main loss -2.190862], [lr 0.002457] [batchtime 0.417]
[epoch 132], [iter 131 / 176], [train main loss -2.197553], [lr 0.002457] [batchtime 0.428]
[epoch 132], [iter 132 / 176], [train main loss -2.210800], [lr 0.002457] [batchtime 0.428]
[epoch 132], [iter 133 / 176], [train main loss -2.219094], [lr 0.002457] [batchtime 0.427]
[epoch 132], [iter 134 / 176], [train main loss -2.230596], [lr 0.002457] [batchtime 0.427]
[epoch 132], [iter 135 / 176], [train main loss -2.230308], [lr 0.002457] [batchtime 0.427]
[epoch 132], [iter 136 / 176], [train main loss -2.213876], [lr 0.002457] [batchtime 0.426]
[epoch 132], [iter 137 / 176], [train main loss -2.213384], [lr 0.002457] [batchtime 0.426]
[epoch 132], [iter 138 / 176], [train main loss -2.211649], [lr 0.002457] [batchtime 0.426]
[epoch 132], [iter 139 / 176], [train main loss -2.207077], [lr 0.002457] [batchtime 0.426]
[epoch 132], [iter 140 / 176], [train main loss -2.200834], [lr 0.002457] [batchtime 0.425]
[epoch 132], [iter 141 / 176], [train main loss -2.205343], [lr 0.002457] [batchtime 0.425]
[epoch 132], [iter 142 / 176], [train main loss -2.204416], [lr 0.002457] [batchtime 0.425]
[epoch 132], [iter 143 / 176], [train main loss -2.188411], [lr 0.002457] [batchtime 0.425]
[epoch 132], [iter 144 / 176], [train main loss -2.185674], [lr 0.002457] [batchtime 0.424]
[epoch 132], [iter 145 / 176], [train main loss -2.178725], [lr 0.002457] [batchtime 0.424]
[epoch 132], [iter 146 / 176], [train main loss -2.175833], [lr 0.002457] [batchtime 0.424]
[epoch 132], [iter 147 / 176], [train main loss -2.164734], [lr 0.002457] [batchtime 0.424]
[epoch 132], [iter 148 / 176], [train main loss -2.158946], [lr 0.002457] [batchtime 0.424]
[epoch 132], [iter 149 / 176], [train main loss -2.169487], [lr 0.002457] [batchtime 0.423]
[epoch 132], [iter 150 / 176], [train main loss -2.183205], [lr 0.002457] [batchtime 0.423]
[epoch 132], [iter 151 / 176], [train main loss -2.191979], [lr 0.002457] [batchtime 0.423]
[epoch 132], [iter 152 / 176], [train main loss -2.211038], [lr 0.002457] [batchtime 0.423]
[epoch 132], [iter 153 / 176], [train main loss -2.215589], [lr 0.002457] [batchtime 0.422]
[epoch 132], [iter 154 / 176], [train main loss -2.222838], [lr 0.002457] [batchtime 0.422]
[epoch 132], [iter 155 / 176], [train main loss -2.223938], [lr 0.002457] [batchtime 0.422]
[epoch 132], [iter 156 / 176], [train main loss -2.224525], [lr 0.002457] [batchtime 0.422]
[epoch 132], [iter 157 / 176], [train main loss -2.226969], [lr 0.002457] [batchtime 0.422]
[epoch 132], [iter 158 / 176], [train main loss -2.225321], [lr 0.002457] [batchtime 0.422]
[epoch 132], [iter 159 / 176], [train main loss -2.212132], [lr 0.002457] [batchtime 0.421]
[epoch 132], [iter 160 / 176], [train main loss -2.213637], [lr 0.002457] [batchtime 0.421]
[epoch 132], [iter 161 / 176], [train main loss -2.217654], [lr 0.002457] [batchtime 0.421]
[epoch 132], [iter 162 / 176], [train main loss -2.206901], [lr 0.002457] [batchtime 0.421]
[epoch 132], [iter 163 / 176], [train main loss -2.210422], [lr 0.002457] [batchtime 0.421]
[epoch 132], [iter 164 / 176], [train main loss -2.217202], [lr 0.002457] [batchtime 0.42]
[epoch 132], [iter 165 / 176], [train main loss -2.225237], [lr 0.002457] [batchtime 0.42]
[epoch 132], [iter 166 / 176], [train main loss -2.236603], [lr 0.002457] [batchtime 0.42]
[epoch 132], [iter 167 / 176], [train main loss -2.218609], [lr 0.002457] [batchtime 0.42]
[epoch 132], [iter 168 / 176], [train main loss -2.243396], [lr 0.002457] [batchtime 0.42]
[epoch 132], [iter 169 / 176], [train main loss -2.244451], [lr 0.002457] [batchtime 0.419]
[epoch 132], [iter 170 / 176], [train main loss -2.241360], [lr 0.002457] [batchtime 0.42]
[epoch 132], [iter 171 / 176], [train main loss -2.233149], [lr 0.002457] [batchtime 0.42]
[epoch 132], [iter 172 / 176], [train main loss -2.247895], [lr 0.002457] [batchtime 0.42]
[epoch 132], [iter 173 / 176], [train main loss -2.259967], [lr 0.002457] [batchtime 0.419]
[epoch 132], [iter 174 / 176], [train main loss -2.270800], [lr 0.002457] [batchtime 0.419]
[epoch 132], [iter 175 / 176], [train main loss -2.271570], [lr 0.002457] [batchtime 0.419]
[epoch 132], [iter 176 / 176], [train main loss -2.292275], [lr 0.002457] [batchtime 0.418]
validating[Iter: 1 / 81]
validating[Iter: 21 / 81]
validating[Iter: 41 / 81]
validating[Iter: 61 / 81]
validating[Iter: 81 / 81]
IoU:
  Id  label            iU_1.0     TP     FP    FN    Precision    Recall
----  -------------  --------  -----  -----  ----  -----------  --------
   0  road              94.61  35.29   0.03  0.03         0.97      0.97
   1  sidewalk          69.86   5.51   0.20  0.24         0.84      0.81
   2  building          86.79  25.09   0.06  0.09         0.94      0.91
   3  wall              18.83   0.16   2.60  1.71         0.28      0.37
   4  fence             23.69   0.35   2.66  0.56         0.27      0.64
   5  pole              39.23   0.55   1.06  0.49         0.49      0.67
   6  traffic light     15.71   0.03   5.04  0.33         0.17      0.75
   7  traffic sign      25.98   0.15   2.62  0.23         0.28      0.81
   8  vegetation        84.04  11.70   0.06  0.13         0.95      0.88
   9  terrain           38.37   0.37   1.00  0.60         0.50      0.62
  10  sky               93.81   3.74   0.04  0.03         0.97      0.97
  11  person            53.66   1.00   0.54  0.32         0.65      0.76
  12  rider             12.56   0.01   5.96  1.00         0.14      0.50
  13  car               85.54   6.73   0.05  0.12         0.95      0.89
  14  truck              1.60   0.01  61.06  0.43         0.02      0.70
  15  bus               15.42   0.04   1.02  4.46         0.49      0.18
  16  train             28.00   0.06   1.84  0.73         0.35      0.58
  17  motorcycle         4.07   0.00  22.99  0.60         0.04      0.63
  18  bicycle           38.33   0.27   0.47  1.14         0.68      0.47
Mean: 43.69
-----------------------------------------------------------------------------------------------------------
this : [epoch 132], [val loss 0.30106], [acc 0.91066], [acc_cls 0.52486], [mean_iu 0.43689], [fwavacc 0.84510]
best : [epoch 125], [val loss 0.31180], [acc 0.91078], [acc_cls 0.53686], [mean_iu 0.44875], [fwavacc 0.84496]
-----------------------------------------------------------------------------------------------------------
Class Uniform Percentage: 0.5
Class Uniform items per Epoch: 2820
cls 0 len 5541
cls 1 len 4897
cls 2 len 5357
cls 3 len 1268
cls 4 len 1537
cls 5 len 5398
cls 6 len 2703
cls 7 len 4610
cls 8 len 5185
cls 9 len 2407
cls 10 len 4436
cls 11 len 3530
cls 12 len 1329
cls 13 len 4864
cls 14 len 415
cls 15 len 398
cls 16 len 183
cls 17 len 551
cls 18 len 2272
[epoch 133], [iter 1 / 176], [train main loss 2.426718], [lr 0.002400] [batchtime 0]
[epoch 133], [iter 2 / 176], [train main loss 0.576020], [lr 0.002400] [batchtime 0]
[epoch 133], [iter 3 / 176], [train main loss 0.235765], [lr 0.002400] [batchtime 0]
[epoch 133], [iter 4 / 176], [train main loss -0.979410], [lr 0.002400] [batchtime 0]
[epoch 133], [iter 5 / 176], [train main loss -1.037608], [lr 0.002400] [batchtime 0]
[epoch 133], [iter 6 / 176], [train main loss -1.170243], [lr 0.002400] [batchtime 0]
[epoch 133], [iter 7 / 176], [train main loss -1.531572], [lr 0.002400] [batchtime 0]
[epoch 133], [iter 8 / 176], [train main loss -1.576469], [lr 0.002400] [batchtime 0]
[epoch 133], [iter 9 / 176], [train main loss -1.419917], [lr 0.002400] [batchtime 0]
[epoch 133], [iter 10 / 176], [train main loss -1.544155], [lr 0.002400] [batchtime 0]
[epoch 133], [iter 11 / 176], [train main loss -1.559179], [lr 0.002400] [batchtime 0.384]
[epoch 133], [iter 12 / 176], [train main loss -1.675722], [lr 0.002400] [batchtime 0.405]
[epoch 133], [iter 13 / 176], [train main loss -1.856756], [lr 0.002400] [batchtime 0.4]
[epoch 133], [iter 14 / 176], [train main loss -1.852447], [lr 0.002400] [batchtime 0.399]
[epoch 133], [iter 15 / 176], [train main loss -1.770602], [lr 0.002400] [batchtime 0.4]
[epoch 133], [iter 16 / 176], [train main loss -1.845886], [lr 0.002400] [batchtime 0.4]
[epoch 133], [iter 17 / 176], [train main loss -1.943378], [lr 0.002400] [batchtime 0.4]
[epoch 133], [iter 18 / 176], [train main loss -2.000130], [lr 0.002400] [batchtime 0.399]
[epoch 133], [iter 19 / 176], [train main loss -1.960112], [lr 0.002400] [batchtime 0.399]
[epoch 133], [iter 20 / 176], [train main loss -1.978943], [lr 0.002400] [batchtime 0.399]
[epoch 133], [iter 21 / 176], [train main loss -1.972952], [lr 0.002400] [batchtime 0.398]
[epoch 133], [iter 22 / 176], [train main loss -1.960644], [lr 0.002400] [batchtime 0.399]
[epoch 133], [iter 23 / 176], [train main loss -1.978939], [lr 0.002400] [batchtime 0.399]
[epoch 133], [iter 24 / 176], [train main loss -2.081976], [lr 0.002400] [batchtime 0.399]
[epoch 133], [iter 25 / 176], [train main loss -2.142934], [lr 0.002400] [batchtime 0.398]
[epoch 133], [iter 26 / 176], [train main loss -1.988698], [lr 0.002400] [batchtime 0.399]
[epoch 133], [iter 27 / 176], [train main loss -2.106981], [lr 0.002400] [batchtime 0.399]
[epoch 133], [iter 28 / 176], [train main loss -2.147577], [lr 0.002400] [batchtime 0.398]
[epoch 133], [iter 29 / 176], [train main loss -2.135523], [lr 0.002400] [batchtime 0.398]
[epoch 133], [iter 30 / 176], [train main loss -2.177398], [lr 0.002400] [batchtime 0.398]
[epoch 133], [iter 31 / 176], [train main loss -2.171463], [lr 0.002400] [batchtime 0.398]
[epoch 133], [iter 32 / 176], [train main loss -2.201199], [lr 0.002400] [batchtime 0.399]
[epoch 133], [iter 33 / 176], [train main loss -2.243596], [lr 0.002400] [batchtime 0.398]
[epoch 133], [iter 34 / 176], [train main loss -2.282554], [lr 0.002400] [batchtime 0.398]
[epoch 133], [iter 35 / 176], [train main loss -2.331795], [lr 0.002400] [batchtime 0.398]
[epoch 133], [iter 36 / 176], [train main loss -2.310308], [lr 0.002400] [batchtime 0.452]
[epoch 133], [iter 37 / 176], [train main loss -2.358575], [lr 0.002400] [batchtime 0.459]
[epoch 133], [iter 38 / 176], [train main loss -2.269632], [lr 0.002400] [batchtime 0.456]
[epoch 133], [iter 39 / 176], [train main loss -2.190879], [lr 0.002400] [batchtime 0.454]
[epoch 133], [iter 40 / 176], [train main loss -2.154375], [lr 0.002400] [batchtime 0.452]
[epoch 133], [iter 41 / 176], [train main loss -2.157539], [lr 0.002400] [batchtime 0.45]
[epoch 133], [iter 42 / 176], [train main loss -2.149147], [lr 0.002400] [batchtime 0.448]
[epoch 133], [iter 43 / 176], [train main loss -2.101611], [lr 0.002400] [batchtime 0.446]
[epoch 133], [iter 44 / 176], [train main loss -2.054512], [lr 0.002400] [batchtime 0.445]
[epoch 133], [iter 45 / 176], [train main loss -2.057517], [lr 0.002400] [batchtime 0.443]
[epoch 133], [iter 46 / 176], [train main loss -2.111112], [lr 0.002400] [batchtime 0.442]
[epoch 133], [iter 47 / 176], [train main loss -2.159067], [lr 0.002400] [batchtime 0.441]
[epoch 133], [iter 48 / 176], [train main loss -2.200731], [lr 0.002400] [batchtime 0.44]
[epoch 133], [iter 49 / 176], [train main loss -2.162035], [lr 0.002400] [batchtime 0.439]
[epoch 133], [iter 50 / 176], [train main loss -2.186015], [lr 0.002400] [batchtime 0.438]
[epoch 133], [iter 51 / 176], [train main loss -2.225117], [lr 0.002400] [batchtime 0.437]
[epoch 133], [iter 52 / 176], [train main loss -2.170907], [lr 0.002400] [batchtime 0.436]
[epoch 133], [iter 53 / 176], [train main loss -2.181780], [lr 0.002400] [batchtime 0.435]
[epoch 133], [iter 54 / 176], [train main loss -2.199488], [lr 0.002400] [batchtime 0.434]
[epoch 133], [iter 55 / 176], [train main loss -2.173494], [lr 0.002400] [batchtime 0.433]
[epoch 133], [iter 56 / 176], [train main loss -2.168483], [lr 0.002400] [batchtime 0.432]
[epoch 133], [iter 57 / 176], [train main loss -2.179574], [lr 0.002400] [batchtime 0.431]
[epoch 133], [iter 58 / 176], [train main loss -2.151824], [lr 0.002400] [batchtime 0.43]
[epoch 133], [iter 59 / 176], [train main loss -2.179398], [lr 0.002400] [batchtime 0.43]
[epoch 133], [iter 60 / 176], [train main loss -2.194250], [lr 0.002400] [batchtime 0.429]
[epoch 133], [iter 61 / 176], [train main loss -2.186417], [lr 0.002400] [batchtime 0.429]
[epoch 133], [iter 62 / 176], [train main loss -2.147348], [lr 0.002400] [batchtime 0.428]
[epoch 133], [iter 63 / 176], [train main loss -2.159514], [lr 0.002400] [batchtime 0.427]
[epoch 133], [iter 64 / 176], [train main loss -2.195315], [lr 0.002400] [batchtime 0.427]
[epoch 133], [iter 65 / 176], [train main loss -2.147103], [lr 0.002400] [batchtime 0.426]
[epoch 133], [iter 66 / 176], [train main loss -2.189486], [lr 0.002400] [batchtime 0.426]
[epoch 133], [iter 67 / 176], [train main loss -2.156328], [lr 0.002400] [batchtime 0.425]
[epoch 133], [iter 68 / 176], [train main loss -2.122763], [lr 0.002400] [batchtime 0.424]
[epoch 133], [iter 69 / 176], [train main loss -2.153454], [lr 0.002400] [batchtime 0.424]
[epoch 133], [iter 70 / 176], [train main loss -2.185716], [lr 0.002400] [batchtime 0.423]
[epoch 133], [iter 71 / 176], [train main loss -2.164518], [lr 0.002400] [batchtime 0.423]
[epoch 133], [iter 72 / 176], [train main loss -2.151647], [lr 0.002400] [batchtime 0.422]
[epoch 133], [iter 73 / 176], [train main loss -2.140587], [lr 0.002400] [batchtime 0.422]
[epoch 133], [iter 74 / 176], [train main loss -2.184757], [lr 0.002400] [batchtime 0.422]
[epoch 133], [iter 75 / 176], [train main loss -2.220662], [lr 0.002400] [batchtime 0.421]
[epoch 133], [iter 76 / 176], [train main loss -2.198169], [lr 0.002400] [batchtime 0.42]
[epoch 133], [iter 77 / 176], [train main loss -2.196251], [lr 0.002400] [batchtime 0.42]
[epoch 133], [iter 78 / 176], [train main loss -2.193926], [lr 0.002400] [batchtime 0.42]
[epoch 133], [iter 79 / 176], [train main loss -2.216968], [lr 0.002400] [batchtime 0.419]
[epoch 133], [iter 80 / 176], [train main loss -2.203562], [lr 0.002400] [batchtime 0.419]
[epoch 133], [iter 81 / 176], [train main loss -2.196028], [lr 0.002400] [batchtime 0.419]
[epoch 133], [iter 82 / 176], [train main loss -2.161803], [lr 0.002400] [batchtime 0.42]
[epoch 133], [iter 83 / 176], [train main loss -2.176239], [lr 0.002400] [batchtime 0.438]
[epoch 133], [iter 84 / 176], [train main loss -2.252081], [lr 0.002400] [batchtime 0.438]
[epoch 133], [iter 85 / 176], [train main loss -2.264544], [lr 0.002400] [batchtime 0.437]
[epoch 133], [iter 86 / 176], [train main loss -2.240522], [lr 0.002400] [batchtime 0.437]
[epoch 133], [iter 87 / 176], [train main loss -2.249882], [lr 0.002400] [batchtime 0.436]
[epoch 133], [iter 88 / 176], [train main loss -2.239546], [lr 0.002400] [batchtime 0.436]
[epoch 133], [iter 89 / 176], [train main loss -2.237850], [lr 0.002400] [batchtime 0.435]
[epoch 133], [iter 90 / 176], [train main loss -2.249148], [lr 0.002400] [batchtime 0.434]
[epoch 133], [iter 91 / 176], [train main loss -2.231656], [lr 0.002400] [batchtime 0.434]
[epoch 133], [iter 92 / 176], [train main loss -2.246991], [lr 0.002400] [batchtime 0.433]
[epoch 133], [iter 93 / 176], [train main loss -2.253469], [lr 0.002400] [batchtime 0.433]
[epoch 133], [iter 94 / 176], [train main loss -2.293114], [lr 0.002400] [batchtime 0.432]
[epoch 133], [iter 95 / 176], [train main loss -2.270589], [lr 0.002400] [batchtime 0.432]
[epoch 133], [iter 96 / 176], [train main loss -2.274351], [lr 0.002400] [batchtime 0.431]
[epoch 133], [iter 97 / 176], [train main loss -2.264589], [lr 0.002400] [batchtime 0.431]
[epoch 133], [iter 98 / 176], [train main loss -2.233778], [lr 0.002400] [batchtime 0.43]
[epoch 133], [iter 99 / 176], [train main loss -2.237837], [lr 0.002400] [batchtime 0.43]
[epoch 133], [iter 100 / 176], [train main loss -2.243297], [lr 0.002400] [batchtime 0.43]
[epoch 133], [iter 101 / 176], [train main loss -2.219604], [lr 0.002400] [batchtime 0.429]
[epoch 133], [iter 102 / 176], [train main loss -2.201738], [lr 0.002400] [batchtime 0.429]
[epoch 133], [iter 103 / 176], [train main loss -2.185533], [lr 0.002400] [batchtime 0.428]
[epoch 133], [iter 104 / 176], [train main loss -2.160450], [lr 0.002400] [batchtime 0.429]
[epoch 133], [iter 105 / 176], [train main loss -2.167236], [lr 0.002400] [batchtime 0.429]
[epoch 133], [iter 106 / 176], [train main loss -2.168299], [lr 0.002400] [batchtime 0.428]
[epoch 133], [iter 107 / 176], [train main loss -2.160862], [lr 0.002400] [batchtime 0.428]
[epoch 133], [iter 108 / 176], [train main loss -2.154908], [lr 0.002400] [batchtime 0.428]
[epoch 133], [iter 109 / 176], [train main loss -2.160917], [lr 0.002400] [batchtime 0.428]
[epoch 133], [iter 110 / 176], [train main loss -2.171577], [lr 0.002400] [batchtime 0.427]
[epoch 133], [iter 111 / 176], [train main loss -2.165851], [lr 0.002400] [batchtime 0.427]
[epoch 133], [iter 112 / 176], [train main loss -2.166311], [lr 0.002400] [batchtime 0.427]
[epoch 133], [iter 113 / 176], [train main loss -2.180722], [lr 0.002400] [batchtime 0.426]
[epoch 133], [iter 114 / 176], [train main loss -2.180444], [lr 0.002400] [batchtime 0.426]
[epoch 133], [iter 115 / 176], [train main loss -2.187518], [lr 0.002400] [batchtime 0.426]
[epoch 133], [iter 116 / 176], [train main loss -2.201820], [lr 0.002400] [batchtime 0.425]
[epoch 133], [iter 117 / 176], [train main loss -2.210999], [lr 0.002400] [batchtime 0.425]
[epoch 133], [iter 118 / 176], [train main loss -2.196401], [lr 0.002400] [batchtime 0.425]
[epoch 133], [iter 119 / 176], [train main loss -2.185811], [lr 0.002400] [batchtime 0.424]
[epoch 133], [iter 120 / 176], [train main loss -2.196981], [lr 0.002400] [batchtime 0.424]
[epoch 133], [iter 121 / 176], [train main loss -2.187530], [lr 0.002400] [batchtime 0.424]
[epoch 133], [iter 122 / 176], [train main loss -2.207621], [lr 0.002400] [batchtime 0.424]
[epoch 133], [iter 123 / 176], [train main loss -2.203403], [lr 0.002400] [batchtime 0.423]
[epoch 133], [iter 124 / 176], [train main loss -2.187731], [lr 0.002400] [batchtime 0.423]
[epoch 133], [iter 125 / 176], [train main loss -2.199962], [lr 0.002400] [batchtime 0.422]
[epoch 133], [iter 126 / 176], [train main loss -2.184250], [lr 0.002400] [batchtime 0.422]
[epoch 133], [iter 127 / 176], [train main loss -2.185965], [lr 0.002400] [batchtime 0.422]
[epoch 133], [iter 128 / 176], [train main loss -2.184959], [lr 0.002400] [batchtime 0.422]
[epoch 133], [iter 129 / 176], [train main loss -2.186044], [lr 0.002400] [batchtime 0.423]
[epoch 133], [iter 130 / 176], [train main loss -2.183296], [lr 0.002400] [batchtime 0.435]
[epoch 133], [iter 131 / 176], [train main loss -2.169386], [lr 0.002400] [batchtime 0.434]
[epoch 133], [iter 132 / 176], [train main loss -2.163623], [lr 0.002400] [batchtime 0.434]
[epoch 133], [iter 133 / 176], [train main loss -2.161131], [lr 0.002400] [batchtime 0.434]
[epoch 133], [iter 134 / 176], [train main loss -2.142589], [lr 0.002400] [batchtime 0.433]
[epoch 133], [iter 135 / 176], [train main loss -2.142629], [lr 0.002400] [batchtime 0.433]
[epoch 133], [iter 136 / 176], [train main loss -2.126551], [lr 0.002400] [batchtime 0.433]
[epoch 133], [iter 137 / 176], [train main loss -2.111955], [lr 0.002400] [batchtime 0.432]
[epoch 133], [iter 138 / 176], [train main loss -2.110187], [lr 0.002400] [batchtime 0.432]
[epoch 133], [iter 139 / 176], [train main loss -2.101920], [lr 0.002400] [batchtime 0.432]
[epoch 133], [iter 140 / 176], [train main loss -2.101200], [lr 0.002400] [batchtime 0.431]
[epoch 133], [iter 141 / 176], [train main loss -2.090364], [lr 0.002400] [batchtime 0.431]
[epoch 133], [iter 142 / 176], [train main loss -2.078114], [lr 0.002400] [batchtime 0.431]
[epoch 133], [iter 143 / 176], [train main loss -2.084719], [lr 0.002400] [batchtime 0.431]
[epoch 133], [iter 144 / 176], [train main loss -2.080369], [lr 0.002400] [batchtime 0.43]
[epoch 133], [iter 145 / 176], [train main loss -2.089541], [lr 0.002400] [batchtime 0.43]
[epoch 133], [iter 146 / 176], [train main loss -2.085246], [lr 0.002400] [batchtime 0.43]
[epoch 133], [iter 147 / 176], [train main loss -2.103894], [lr 0.002400] [batchtime 0.43]
[epoch 133], [iter 148 / 176], [train main loss -2.123227], [lr 0.002400] [batchtime 0.429]
[epoch 133], [iter 149 / 176], [train main loss -2.149134], [lr 0.002400] [batchtime 0.429]
[epoch 133], [iter 150 / 176], [train main loss -2.150686], [lr 0.002400] [batchtime 0.429]
[epoch 133], [iter 151 / 176], [train main loss -2.145599], [lr 0.002400] [batchtime 0.429]
[epoch 133], [iter 152 / 176], [train main loss -2.153181], [lr 0.002400] [batchtime 0.429]
[epoch 133], [iter 153 / 176], [train main loss -2.162966], [lr 0.002400] [batchtime 0.429]
[epoch 133], [iter 154 / 176], [train main loss -2.155011], [lr 0.002400] [batchtime 0.429]
[epoch 133], [iter 155 / 176], [train main loss -2.142574], [lr 0.002400] [batchtime 0.428]
[epoch 133], [iter 156 / 176], [train main loss -2.139251], [lr 0.002400] [batchtime 0.428]
[epoch 133], [iter 157 / 176], [train main loss -2.149084], [lr 0.002400] [batchtime 0.428]
[epoch 133], [iter 158 / 176], [train main loss -2.133004], [lr 0.002400] [batchtime 0.428]
[epoch 133], [iter 159 / 176], [train main loss -2.122847], [lr 0.002400] [batchtime 0.427]
[epoch 133], [iter 160 / 176], [train main loss -2.134359], [lr 0.002400] [batchtime 0.427]
[epoch 133], [iter 161 / 176], [train main loss -2.128303], [lr 0.002400] [batchtime 0.427]
[epoch 133], [iter 162 / 176], [train main loss -2.122202], [lr 0.002400] [batchtime 0.427]
[epoch 133], [iter 163 / 176], [train main loss -2.117591], [lr 0.002400] [batchtime 0.427]
[epoch 133], [iter 164 / 176], [train main loss -2.132904], [lr 0.002400] [batchtime 0.426]
[epoch 133], [iter 165 / 176], [train main loss -2.138949], [lr 0.002400] [batchtime 0.426]
[epoch 133], [iter 166 / 176], [train main loss -2.159143], [lr 0.002400] [batchtime 0.426]
[epoch 133], [iter 167 / 176], [train main loss -2.142009], [lr 0.002400] [batchtime 0.426]
[epoch 133], [iter 168 / 176], [train main loss -2.144898], [lr 0.002400] [batchtime 0.425]
[epoch 133], [iter 169 / 176], [train main loss -2.155056], [lr 0.002400] [batchtime 0.425]
[epoch 133], [iter 170 / 176], [train main loss -2.166072], [lr 0.002400] [batchtime 0.425]
[epoch 133], [iter 171 / 176], [train main loss -2.175129], [lr 0.002400] [batchtime 0.425]
[epoch 133], [iter 172 / 176], [train main loss -2.182285], [lr 0.002400] [batchtime 0.424]
[epoch 133], [iter 173 / 176], [train main loss -2.177983], [lr 0.002400] [batchtime 0.424]
[epoch 133], [iter 174 / 176], [train main loss -2.170566], [lr 0.002400] [batchtime 0.424]
[epoch 133], [iter 175 / 176], [train main loss -2.176824], [lr 0.002400] [batchtime 0.423]
[epoch 133], [iter 176 / 176], [train main loss -2.169301], [lr 0.002400] [batchtime 0.425]
validating[Iter: 1 / 81]
validating[Iter: 21 / 81]
validating[Iter: 41 / 81]
validating[Iter: 61 / 81]
validating[Iter: 81 / 81]
IoU:
  Id  label            iU_1.0     TP     FP    FN    Precision    Recall
----  -------------  --------  -----  -----  ----  -----------  --------
   0  road              94.65  35.32   0.03  0.03         0.97      0.97
   1  sidewalk          69.93   5.49   0.20  0.23         0.83      0.81
   2  building          86.78  25.19   0.06  0.10         0.95      0.91
   3  wall              18.35   0.14   3.24  1.21         0.24      0.45
   4  fence             27.01   0.43   1.98  0.72         0.34      0.58
   5  pole              39.69   0.56   1.03  0.49         0.49      0.67
   6  traffic light     18.74   0.03   3.90  0.44         0.20      0.70
   7  traffic sign      25.92   0.16   2.61  0.25         0.28      0.80
   8  vegetation        84.92  11.54   0.07  0.11         0.93      0.90
   9  terrain           40.29   0.36   1.02  0.46         0.50      0.68
  10  sky               93.68   3.77   0.03  0.04         0.97      0.96
  11  person            55.88   1.10   0.40  0.39         0.72      0.72
  12  rider             11.65   0.01   6.50  1.08         0.13      0.48
  13  car               85.62   6.74   0.05  0.12         0.95      0.89
  14  truck              2.32   0.01  41.56  0.52         0.02      0.66
  15  bus               14.57   0.04   1.09  4.77         0.48      0.17
  16  train             31.09   0.08   1.34  0.88         0.43      0.53
  17  motorcycle         5.21   0.01  17.54  0.66         0.05      0.60
  18  bicycle           40.12   0.26   0.49  1.00         0.67      0.50
Mean: 44.55
-----------------------------------------------------------------------------------------------------------
this : [epoch 133], [val loss 0.29185], [acc 0.91219], [acc_cls 0.53460], [mean_iu 0.44549], [fwavacc 0.84752]
best : [epoch 125], [val loss 0.31180], [acc 0.91078], [acc_cls 0.53686], [mean_iu 0.44875], [fwavacc 0.84496]
-----------------------------------------------------------------------------------------------------------
